catalogue_expo;136;3
Exposition:;COLLER ICI LE NOM DE L'EXPOSITION
Utilisateur:;COLLER ICI LE NOM UTILISATEUR

0;1;2;4;5;65;66;67;68;69;70;72;73;78;79;80;81;82;83;84;86;87;92;3;101;6;9;10;11;12;13;14;23;26;27;28;29;30;31;41;40;43;42;53;54;55;56;57;58;59;60;61;62;63;46;44;45;47;48;51;49;50;59;60;61;98;99;52
Nom artiste;Prénom artiste;Sexe artiste (F/M/FM/vide);Appartenance à un groupe;Éléments biographiques;Adresse complète de l'artiste telle qu'elle apparaît dans le catalogue;Pays de l'artiste;État de l'artiste;Ville de l'artiste;Identifiant WikiData ville de l'artiste;Coordonnées ville de l'artiste;N adresse de l'artiste;Voie adresse de l'artiste;Complément d'adresse de l'artiste;Adresse complète de l'artiste 2 telle qu'elle apparaît dans le catalogue;Pays de l'artiste 2;État de l'artiste 2;Ville de l'artiste 2;Identifiant WikiData ville de l'artiste 2;Coordonnées ville de l'artiste 2;N adresse de l'artiste 2;Voie adresse de l'artiste 2;Complément d'adresse de l'artiste 2;Nationalité artiste;Élève de;Année de naissance;Adresse complète de naissance telle qu'elle apparaît dans le catalogue;Pays de naissance;État de naissance;Ville de naissance;Identifiant WikiData ville de naissance;Coordonnées ville de naissance;Année de mort;Adresse complète de mort telle qu'elle apparaît dans le catalogue;Pays de mort;État de mort;Ville de mort;Identifiant WikiData ville de mort;Coordonnées ville de mort;numéro;Titre oeuvre;Sous-titre;Traduction titre;Année de début de conception;Mois de début de conception;Jour de début de conception;Année de fin de conception;Mois de fin de conception;Jour de fin de conception;Pays de conception;État de conception;Ville de conception;Identifiant WikiData ville de conception;Coordonnées ville de conception;Dimensions;Catégories;Medium;Salle;Chapitre du catalogue;reproduit dans catalogue ?;Prix;Localisation / Propriétaire;Pays du propriétaire;État du propriétaire;Ville du propriétaire;Identifiant WikiData ville du propriétaire;Coordonnées ville du propriétaire;Notes
Jef VERHEYEN; ; ; ; , né à Jeegem en 1932.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;Peinture, 1961 ;1961 (huile, 133x100).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Jef VERHEYEN; ; ; ; , né à Jeegem en 1932.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;Peinture, 1961 ;1961 (huile, 133x100).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Roger WITTEVRONGEL; ; ; ; , né à Blankenberge en 1933.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;Ni mon cri ni ma fièvre ne sont de moi, 1960 ;1960 (huile, 183x122)*.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Roger WITTEVRONGEL; ; ; ; , né à Blankenberge en 1933.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14;Cette chair qui ne se touche plus dans la vie, 1960 ;1960 (huile, 122x140).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Roger WITTEVRONGEL; ; ; ; , né à Blankenberge en 1933.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;Tout étonné de voir tant de choses, 1961 ;1961 (dessin à l’encre, 122x183).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Marcel ARNOULD; ; ; ; , né à Braine-le-Comte en 1928.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16;Le monstre de feu, 1960 ;1960 (acier, 112)*.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Roger BONDUEL; ; ; ; , né à Pittem en 1930.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;Forme végétale, 1961 ;1961 (fer, 100)*.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Félix ROULIN; ; ; ; , né à Dinant en 1931.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18;Sculpture, 1960 ;1960 (fer et laiton, 150).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SECTION ILLUSTRATION DE LIVRES; ; ; ; Jef Van HOOF, né à Bruxelles en 1928.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;« Le chef-d'œuvre inconnu » de Balzac, 1961 ;1961 (encre, plume, lavis et gouache, 4 planches).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Frédéric DEVREESE; ; ; ; , né à Amsterdam en 1929.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;Recitativo et Allegro ;(trompette et orchestre), 1960.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Jacqueline FONTYN; ; ; ; , née à Anvers en 1930.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;Divertimento pour orchestre à cordes, 1958.;1958.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Henri ROUSSEUR; ; ; ; , né à Malmédy en 1929.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;Exercices pour piano comprenant 4 pièces : impromptu et variations II caractères a et b, 1961.;1961.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Luc de HEUSCH; ; ; ; , né à Bruxelles en 1927.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;Magritte ou la leçon de choses, 1960 ;1960 (couleurs).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Fabio BARBOSA; ; ; ; , né à Cachoeira Paulista en 1934.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;Peinture I, 1960 ;1960 (huile, 116x89).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Fabio BARBOSA; ; ; ; , né à Cachoeira Paulista en 1934.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;Opus 31, 1960 ;1960 (huile, 120x80).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Paulo BECKER; ; ; ; , né à Santa Cruz en 1927.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;Peinture I, 1960 ;1960 (huile, 81x130).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Paulo BECKER; ; ; ; , né à Santa Cruz en 1927.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;Peinture III, 1960 ;1960 (huile, 81x130).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Glauco Octavio CASTILHOS RODRIGUES; ; ; ; , né à Bagé en 1929.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;N° 23, 1961 ;1961 (huile, 97x195)*.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Willys DE CASTRO; ; ; ; , né à Uberlandia en 1926.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;Instabilité intégrative, 1959-1961 ;1959-1961 (huile, 99x 99).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Willys DE CASTRO; ; ; ; , né à Uberlandia en 1926.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;Forme de deux plans, 1960-1961 ;1960-1961 (huile, 99x99).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Rubem Mauro LUDOLF; ; ; ; , né à Maceó en 1932.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;Périphérique, 1960 ;1960 (huile, 60x60).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Rubem Mauro LUDOLF; ; ; ; , né à Maceó en 1932.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;Dialogue, 1960 ;1960 (huile, 60x60).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Teresa NICOLAO; ; ; ; , née à Rio de Janeiro en 1928.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;N° 11, 1959 ;1959 (huile, 61x80).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Teresa NICOLAO; ; ; ; , née à Rio de Janeiro en 1928.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;N° 12, 1960 ;1960 (huile, 162x97).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Darcy PENTEADO; ; ; ; , né à Sào Roque en 1926.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;Cage II, 1960 ;1960 (dessin émail, 65x50)*.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ; ; ; 13 Cage III, 1960 (dessin émail, 46x38).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;Cage III, 1960 ;1960 (dessin émail, 46x38). Loio PÉRSIO, né à Minas Gerais en 1927.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ; ; ; 13 Cage III, 1960 (dessin émail, 46x38).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14;Vision tropicale N° 3, 1961 ;1961 (huile, 195x176).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ; ; ; 13 Cage III, 1960 (dessin émail, 46x38).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;Composition, 1961 ;1961 (huile, 195x176).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Flavio SHIRÔ; ; ; ; , né à Saporo en 1928.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16;Le haut Xingu, 1961 ;1961 (huile, 199x103).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ; ; ; 17 Muirapinema, 1961 (huile, 120x155). Ivan DA SILVA MORAES, né à Rio de Janeiro en 1936.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18;Candomble ;(la fille de Oxùn), 1959-1960 (huile, 55x46).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ; ; ; 17 Muirapinema, 1961 (huile, 120x155). Ivan DA SILVA MORAES, né à Rio de Janeiro en 1936.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;19;Candomble ;(Oxùn), 1960 (huile, 100x80). Collection Dr Alognio de Paula.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Mary VIEIRA; ; ; ; , née à São Paulo en 1927.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;Rythme dans l'espace N° 2, tension-expansion, 1951-1959 ;tension-expansion, 1951-1959 (aluminium- anti-corrodal, 160x 250x 250)*.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Mary VIEIRA; ; ; ; , née à São Paulo en 1927.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;21;Colonne centripétale, deuxième variation, 1957 ;deuxième variation, 1957 (laiton, 300 x 50).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Dorothy BASTOS; ; ; ; , née à São Paulo en 1931.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22;Gravure I, 1961 ;1961 (xylographie, 50x34).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Dorothy BASTOS; ; ; ; , née à São Paulo en 1931.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;Gravure II, 1961 ;1961 (xylographie, 49x31).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Dorothy BASTOS; ; ; ; , née à São Paulo en 1931.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;24;Gravure III, 1961 ;1961 (xylographie, 24x50).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Mario CARNEIRO; ; ; ; , né à Paris en 1930.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25;Nature morte, 1961 ;1961 (aquatinte, 30x40).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Mario CARNEIRO; ; ; ; , né à Paris en 1930.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26;Paniers, 1961 ;1961 (aquatinte, 35x54).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Mario CARNEIRO; ; ; ; , né à Paris en 1930.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;27;Nature morte, 1961 ;1961 (aquatinte, 40x54).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
José FERREIRA-LIMA; ; ; ; , né à Récife-Pernambuco en 1934.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;28;Gravure A, 1961 ;1961 (aquatinte, 30x60).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
José FERREIRA-LIMA; ; ; ; , né à Récife-Pernambuco en 1934.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;29;Gravure B, 1961 ;1961 (aquatinte, 30x60).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
José FERREIRA-LIMA; ; ; ; , né à Récife-Pernambuco en 1934.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;30;Gravure C, 1961 ;1961 (aquatinte, 30x 60).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Anna LETYCIA; ; ; ; , née à Rio de Janeiro en 1929.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;31;Gravure 1, 1961 ;1961 (pointe sèche, 60x 50).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Anna LETYCIA; ; ; ; , née à Rio de Janeiro en 1929.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;32;Gravure 2, 1961 ;1961 (aquatinte et pointe sèche, 46x35).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Anna LETYCIA; ; ; ; , née à Rio de Janeiro en 1929.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;33;Gravure 3, 1961 ;1961 (aquatinte, 50x30).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Rossini PEREZ; ; ; ; , né à Rio Grande Do Norte en 1932.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;34;Gravure 5, 1961 ;1961 (pointe sèche, 50x 40).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Rossini PEREZ; ; ; ; , né à Rio Grande Do Norte en 1932.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;35;Gravure 6, 1961 ;1961 (pointe sèche, 60x40).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Gilvan José Meira Lins SAMICO; ; ; ; , né à Pernambuco en 1928.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36;Daniel et les Lions, 1961 ;1961 (xylogravure, 34x48).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Gilvan José Meira Lins SAMICO; ; ; ; , né à Pernambuco en 1928.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;37;La Vierge de La Palma, 1961 ;1961 (xylogravure, 34x36).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Gilvan José Meira Lins SAMICO; ; ; ; , né à Pernambuco en 1928.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;38;Annonciation, 1961 ;1961 (xylogravure, 28x26).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Darcy PENTEADO; ; ; ; , né à São Roque en 1926.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;Illustration pour « Pays du Carnaval » de Jorge Amado, 1960 ;1960 (encre de Chine, 3 planches).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Béatrice TANAKA; ; ; ; , née à Cernauti en 1932; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;« Hamlet », 1961.;1961.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Béatrice TANAKA; ; ; ; , née à Cernauti en 1932; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;« Rhinocéros », 1961.;1961.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Ivan FILTCHEV; ; ; ; , né à Troyan en 1926.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;Femme aux fruits, 1960 ;1960 (huile, 98x79). Collection Galerie Nationale, Sofia.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Ivan KIRKOV; ; ; ; , né à Assenovgrad en 1932.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;Jeune fille en rouge, 1961 ;1961 (huile, 130x 80).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Dimitar KIROV; ; ; ; , né à Plovdiv en 1935.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;Côte de pêcheurs, 1960 ;1960 (huile, 137x67).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
loan LEVIEV; ; ; ; , né à Plovdiv en 1934.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;Jeune Fille avec poussin, 1961 ;1961 (huile, 61x41).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
Entcho PIRONKOV; ; ; ; , né à Plovdiv en 1932.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;Cirque, 1960 ;1960 (huile, 70x180).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
